key,tables,isKeeper,label1,label2,label3,label4,shortDesc,sign,unit,tipTitle,mainTip,teamTip,playerTip,isLabeled
drbFt,"pgps,taps,paps,tgps",TRUE,DRB,DRBFT,DRB off FTs,DRB off FTs,NA,pos,int,Defensive Rebound off missed FTs,Total number of defensive rebounds (defensive rebounds plus opponent offensive rebounds) off missed free throws.,NA,NA,TRUE
drbFtChnc,"pgps,taps,paps,tgps",TRUE,CHNC,DRBFT CHNC,DRB Chances off FTs,DRB Chances off FTs,NA,pos,int,Defensive Rebound Chances off missed FTs,Total number of defensive rebound opportunities (defensive rebounds plus opponent offensive rebounds) off missed free throws.,NA,NA,TRUE
drbFtP100,taps,TRUE,DRB/100,DRBFT/100,DRB off FTs / 100 Poss,DRB off FTs / 100 Poss,NA,pos,num,Defensive Rebound off missed FTs / 100 Poss,The number of defensive rebounds per 100 possessions (defensive rebounds plus opponent offensive rebounds) off missed free throws.,NA,NA,TRUE
drbFtP40,"taps,paps",TRUE,DRB/40,DRBFT/40,DRB off FTs / 40 Mins,DRB off FTs / 40 Mins,NA,pos,num,Defensive Rebound off missed FTs / 40 Mins,The number of defensive rebounds per 40 minutes (defensive rebounds plus opponent offensive rebounds) off missed free throws.,NA,NA,TRUE
drbFtPct,"pgps,taps,paps,tgps",TRUE,DRB%,DRBFT%,DRB% off FTs,Defensive Rebound Percentage on missed FTs,NA,pos,pct,Defensive Rebound Percentage on missed FTs,The percentage of opponent's missed free throws a player grabbed while he was on the floor.,NA,NA,TRUE
drbFtPg,"taps,paps",TRUE,DRB/G,DRBFT/G,DRB off FTs / Game,DRB off FTs / Game,NA,pos,num,Defensive Rebound off missed FTs / Game,The number of defensive rebounds per game (defensive rebounds plus opponent offensive rebounds) off missed free throws.,NA,NA,TRUE
drbP100,"tas,lu,oo",TRUE,DRB/100,DRB/100,DRebs / 100 Poss,Defensive Rebounds / 100 Poss,NA,pos,num,Defensive Rebounds / 100 Poss,An estimate of the number of defensive rebounds per 100 possessions played.,NA,NA,TRUE
drbP40,"pas,tas,lu,oo",TRUE,DRB/40,DRB/40,DRebs / 40 Mins,Defensive Rebounds / 40 Mins,NA,pos,num,Defensive Rebounds / 40 Mins,The number of defensive rebounds per 40 minutes played.,NA,NA,TRUE
drbPct,"pps,pgps,tgs,pas,tssc,tas,tps,pgs,tass,lu,oo",TRUE,DRB%,DRB%,Def Rebound Pct,Defensive Rebound Percentage,Percentage of available d-boards grabbed,pos,pct,Defensive Rebounding Percentage,NA,Percentage of the team's missed shots that were defensive rebounded.,An estimate of the percentage of available defensive rebounds a player grabbed while he was on the floor.,TRUE
drbPg,"pas,tas",TRUE,DRB/G,DRB/G,DRebs / Game,Defensive Rebounds / Game,NA,pos,num,Defensive Rebounds / Game,The number of defensive rebounds per game.,NA,NA,TRUE
drbTm,"pps,pas,pgs",TRUE,NA,TM DRB,NA,NA,NA,pos,int,NA,NA,NA,NA,FALSE
droughtEndSecs,tssc,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
droughtSecs,tssc,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
droughtStartSecs,tssc,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
drtg,"tgs,tas,tps,lu,oo",TRUE,DRtg,DRtg,Defensive Rating,Defensive Rating,NA,neg,num,Defensive Rating,NA,Points allowed per 100 possessions by the team.,NA,TRUE
drtgAdj,tas,TRUE,DRtg**Adj,DRtg**Adj,Defensive Rating**Adj,Adjusted Defensive Rating,NA,neg,num,Defensive Rating (Adjusted for Opponents),NA,"The team's defensive rating, taking into account an adjustment based on the average defensive rating allowed by the team's opponents throughout the season.",NA,TRUE
drtgAdjGap,tas,TRUE,--->,DRtg Adj,Adjustment to DRtg,Adjustment to DRtg,NA,neg,num,Adjustment to DRtg,NA,"The size of the adjustment for the team's adjusted defensive rating, that takes into account the average defensive rating allowed by the team's opponents throughout the season.",NA,TRUE
drtgPlayer,pas,TRUE,iDRtg,Player DRtg,Defensive Player Rating,Individual Defensive Player Rating,NA,neg,num,Individual Defensive Player Rating,NA,NA,"Individual defensive player rating (iDRtg) is an all-in-one metric developed by Dean Oliver in his 2004 book Basketball on Paper. In Oliver's words, individual defensive rating estimates how many points the player allowed per 100 possessions he individually faced while on the court. iDRtg is computed using box score statistics only, and therefore does not account for who the player is playing with or against. The equation for iDRtg can be found at https://www.basketball-reference.com/about/ratings.html",TRUE
dunkAst,"pgps,paps",TRUE,AST,DUNK AST,Dunk Assists,Dunk Assists,NA,pos,int,Dunk Assists,NA,The total number of assists by the team where the shooter dunked.,The total number of assists by the player where the shooter dunked.,TRUE
dunkAstdPct,"taps,paps,tgps",TRUE,ASTD%,DUNK ASTD%,Dunk Assisted Pct,At Rim Assisted Pct,NA,pos,pct,Dunks Assisted Percentage,NA,The percentage of a team's dunks that were assisted.,The percentage of a player's dunks that were assisted.,TRUE
dunkFgPct,"taps,paps,tgps",TRUE,FG%,DUNK FG%,FG% on Dunks,FG% on Dunks,NA,pos,pct,FG% on Dunks,NA,Field goal percentage on dunks.,Field goal percentage on dunks.,TRUE
dunkFga,"ppps,pgps,tpps,taps,paps,tgps",TRUE,FGA,DUNK FGA,Dunk Attempts,Dunk Attempts,NA,pos,int,Dunks Attempts,NA,The total number of dunk attempts by the team.,The total number of dunk attempts by the player.,TRUE
dunkFgaFreq,"taps,paps,tgps",TRUE,FGA%,DUNK FGA%,% of Shots as Dunks,% of Shots as Dunks,NA,pos,pct,% of Shots as Dunks,NA,The percentage of shots taken that were dunk attempts.,The percentage of shots taken that were dunk attempts.,TRUE
dunkFgaP100,taps,TRUE,FGA/100,DUNK FGA/100,Dunks Attempted / 100 Poss,Dunks Attempted / 100 Poss,NA,pos,num,Dunks Attempted / 100 Poss,NA,"The number of dunks attempted by the team, per 100 possessions played.","The number of dunks attempted by the player, per 100 possessions played.",TRUE
dunkFgaP40,"taps,paps",TRUE,FGA/40,DUNK FGA/40,Dunks Attempted / 40 Mins,Dunks Attempted / 40 Mins,NA,pos,num,Dunks Attempted / 40 Mins,NA,"The number of dunks attempted by the team, per 40 minutes played.","The number of dunks attempted by the player, per 40 minutes played.",TRUE
dunkFgaPg,"taps,paps",TRUE,FGA/G,DUNK FGA/G,Dunks Attempted / Game,Dunks Attempted / Game,NA,pos,num,Dunks Attempted / Game,NA,"The number of dunks attempted by the team, per game.","The number of dunks attempted by the player, per game.",TRUE
dunkFgm,"ppps,pgps,tpps,taps,paps,tgps",TRUE,FGM,DUNK FGM,Dunks Made,Dunks Made,NA,pos,int,Dunks Made,NA,The total number of dunks made by the team.,The total number of dunks made by the player.,TRUE
dunkFgmA,"pgps,taps,paps,tgps",TRUE,aFGM,DUNK aFGM,Assisted Dunks,Assisted Dunks,NA,pos,int,Assisted Dunks,NA,The total number of assisted dunks made by the team.,The total number of assisted dunks made by the player.,TRUE
dunkFgmAP100,taps,TRUE,aFGM/100,DUNK aFGM/100,Assisted Dunks / 100 Poss,Assisted Dunks / 100 Poss,NA,pos,num,Assisted Dunks / 100 Possessions,NA,"The number of assisted dunks made by the team, per 100 possessions played.","The number of assisted dunks made by the player, per 100 possessions played.",TRUE
dunkFgmAP40,"taps,paps",TRUE,aFGM/40,DUNK aFGM/40,Assisted Dunks / 40 Mins,Assisted Dunks / 40 Mins,NA,pos,num,Assisted Dunks / 40 Minuntes,NA,"The number of assisted dunks made by the team, per 40 minutes played.","The number of assisted dunks made by the player, per 40 minutes played.",TRUE
dunkFgmAPg,"taps,paps",TRUE,aFGM/G,DUNK aFGM/G,Assisted Dunks / Game,Assisted Dunks / Game,NA,pos,num,Assisted Dunks / Game,NA,"The number of assisted dunks made by the team, per game.","The number of assisted dunks made by the player, per game.",TRUE
dunkFgmU,"ppps,pgps,tpps,taps,paps,tgps",TRUE,uFGM,DUNK uFGM,Unassisted Dunks,Unassisted Dunks,NA,pos,int,Unassisted Dunks,NA,The total number of unassisted dunks made by the team.,The total number of unassisted dunks made by the player.,TRUE
dunkFgmUP100,taps,TRUE,uFGM/100,DUNK uFGM/100,Unassisted Dunks / 100 Poss,Unassisted Dunks / 100 Poss,NA,pos,num,Unassisted Dunks / 100 Possessions,NA,"The number of unassisted dunks made by the team, per 100 possessions played.","The number of unassisted dunks made by the player, per 100 possessions played.",TRUE
dunkFgmUP40,"taps,paps",TRUE,uFGM/40,DUNK uFGM/40,Unassisted Dunks / 40 Mins,Unassisted Dunks / 40 Mins,NA,pos,num,Unassisted Dunks / 40 Minutes,NA,"The number of unassisted dunks made by the team, per 40 minutes played.","The number of unassisted dunks made by the player, per 40 minutes played.",TRUE
dunkFgmUPg,"taps,paps",TRUE,uFGM/G,DUNK uFGM/G,Unassisted Dunks / Game,Unassisted Dunks / Game,NA,pos,num,Unassisted Dunks / Game,NA,"The number of unassisted dunks made by the team, per game.","The number of unassisted dunks made by the player, per game.",TRUE
dws,pas,TRUE,DWS,DWS,Defensive Win Shares,Defensive Win Shares,NA,pos,num,Defensive Win Shares,NA,NA,"Defensive Win Shares (DWS) is an all-in-one metric originally developed by Bill James for baseball, and adapted by Justin Kubatko (basketball-reference) for use in basketball. DWS attempts to divvy up credit for team success on defense to the individuals on the team, by estimating the number of defensive possessions a player was involved in over the year and the number of points prevented by the player's defensive efforts, which are then converted into the number of wins the player has contributed to their team. DWS is computed using box score statistics only, and therefore does not account for who the player is playing with or against. The equation for DWS can be found at https://www.sports-reference.com/cbb/about/ws.html",TRUE
dwsP40,pas,TRUE,DWS/40,DWS/40,Defensive Win Shares / 40 Mins,Defensive Win Shares / 40 Mins,NA,pos,num2,Defensive Win Shares / 40 Mins,NA,NA,Defensive Win Shares (DWS) generated per 40 minutes. The equation for DWS can be found at https://www.sports-reference.com/cbb/about/ws.html,TRUE
eff,"tgs,tas,tps",TRUE,EFF,EFF,Efficiency,Player Efficiency,NA,pos,num,Player Efficiency,(PTS + AST + BLK + STL + Fouls Drawn + REB) - (TOV + BLKD + PF + TF + (2PA - 2PM) + (3PA - 3PM) + (FTA - FTM)).,NA,NA,TRUE
efgPct,"pps,pgps,tpcs,tgs,pas,tas,tgcs,tps,pgs,taps,paps,lu,tgps,oo",TRUE,eFG%,eFG%,Effective FG%,Effective Field Goal Percentage,FG% with 3-pointers valued proportionally (3/2),pos,pct,Effective Field Goal Percentage,NA,The team's field goal percentage taking into account the additional point from 3s.,The player's field goal percentage taking into account the additional point from 3s.,TRUE
efgPctAdj,tas,TRUE,eFG%**Adj,eFG%**Adj,Effective FG%**Adj,Adjusted Effective Field Goal Percentage,NA,pos,pct,Effective Field Goal Percentage (Adjusted for Opponents),NA,"The team's effective field goal percentage, taking into account an adjustment based on the average eFG% allowed by the team's opponents throughout the season.",NA,TRUE
efgPctAdjGap,tas,TRUE,--->,eFG% Adj,Adjustment to eFG%,Adjustment to eFG%,NA,pos,pct,Adjustment to eFG%,NA,"The size of the adjustment for the team's adjusted effective field goal percentage, that takes into account the average eFG% allowed by the team's opponents throughout the season.",NA,TRUE
efgPctAgst,"tgs,tas,tps",TRUE,eFG%,eFG% Agst,Opponent Effective FG%,Opponent's Effective Field Goal Percentage,NA,neg,pct,Opponent's Effective Field Goal Percentage,NA,The opponent's field goal percentage taking into account the additional point from 3s.,NA,TRUE
efgPctS01,"pgps,taps,paps,tgps",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
efgPctS12,"pgps,taps,paps,tgps",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
efgPctS23,"pgps,taps,paps,tgps",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
endScore,pssc,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
endSecs,pssc,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fbpts,"pps,tpcs,tgs,pas,tas,tgcs,tps,pgs",TRUE,FBP,FBP,Fast Break Points,Fast Break Points,NA,pos,int,Fast Break Points,The total number of fast break points scored.,NA,NA,TRUE
fbptsAgst,"tgs,tas,tps",TRUE,oFBP,FBP AGST,Opponent Fast Break Points,Opponent Fast Break Points,NA,neg,int,Opponent Fast Break Points,The total number of fast break points scored by the opponent.,NA,NA,TRUE
fbptsDiff,"tgs,tas,tps",TRUE,FBP DIFF,FBP DIFF,FB Pts Differential,Fast Break Points Differential,NA,pos,int,Fast Break Points Differential,How many more or fewer fast break points the team scored compared to their opponent.,NA,NA,TRUE
fbptsP100,tas,TRUE,PTS/100,FBPTS PTS/100,Fast Break Pts / 100 Poss,Fast Break Points / 100 Poss,NA,pos,num,Fast Break Points / 100 Possessions,An estimate of the number of fast break points per 100 possessions played.,NA,NA,TRUE
fbptsP40,"pas,tas",TRUE,PTS/40,FBPTS PTS/40,Fast Break Pts / 40 Mins,Fast Break Points / 40 Mins,NA,pos,num,Fast Break Points / 40 Minutes,The number of fast break points per 40 minutes played.,NA,NA,TRUE
fbptsPctPts,"pps,tpcs,tgs,pas,tas,tgcs,tps,pgs",TRUE,%FBP,%FBP,% Pts on Fast Break,Fast Break Points % of Total Points,NA,pos,pct,Fast Break Points % of Total Points,NA,The percentage of all points scored by the team that were fast break points.,The percentage of all points scored by the player that were fast break points.,TRUE
fbptsPg,"pas,tas",TRUE,PTS/G,FBPTS PTS/G,Fast Break Pts / Game,Fast Break Points / Game,NA,pos,num,Fast Break Points / Game,The number of fast break points per game.,NA,NA,TRUE
fflDrawn,"pgps,taps,paps,tgps",TRUE,FFLD,FFLD,FFLs Drawn,Floor Fouls Drawn,NA,pos,int,Floor Fouls Drawn,The total number of floor fouls drawn.,NA,NA,TRUE
fflDrawnP100,taps,TRUE,FFLD/100,FFLD/100,FFLs Drawn / 100 Poss,Floor Fouls Drawn / 100 Poss,NA,pos,num,Floor Fouls Drawn / 100 Poss,The number of floor fouls drawn per 100 possessions.,NA,NA,TRUE
fflDrawnP40,"taps,paps",TRUE,FFLD/40,FFLD/40,FFLs Drawn / 40 Mins,Floor Fouls Drawn / 40 Mins,NA,pos,num,Floor Fouls Drawn / 40 Mins,The number of floor fouls drawn per 40 minutes.,NA,NA,TRUE
fflDrawnPct,"pgps,taps,paps,tgps",TRUE,FFLD%,FFLD%,Floor Fouled Pct,Floor Fouled Pct,NA,pos,pct,Floor Fouled Pct,The percentage of possessions where a floor foul was drawn.,NA,NA,TRUE
fflDrawnPg,"taps,paps",TRUE,FFLD/G,FFLD/G,FFLs Drawn / Game,Floor Fouls Drawn / Game,NA,pos,num,Floor Fouls Drawn / Game,The number of floor fouls drawn per game.,NA,NA,TRUE
fg2Pct,"pps,pgps,tpcs,tgs,gfl,pas,tssc,tas,tgcs,tps,pgs,taps,paps,tass,lu,tgps,oo",TRUE,2P%,2P%,2-Point Pct,2-Point Percentage,NA,pos,pct,2-Point Percentage,NA,Percentage of the team's 2-point field goal attempts that were made.,Percentage of the player's 2-point field goal attempts that were made.,TRUE
fg2PctAgst,tssc,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
fg2PctHc,"pgps,taps,paps,tgps",TRUE,2P%,2P% in HC,2P% in Half Court,2P% in Half Court Offense,NA,pos,pct,2P% in Half Court Offense,An estimate of 2-point field goal percentage (makes / attempts) on shots in the context of half court offense (as opposed to transition or putback).,NA,NA,TRUE
fg2PctS01,"pgps,taps,paps,tgps",TRUE,2P%,2P% (0-10s),2P% (0 - 10 on Shot Clock),2P% (0 - 10 on Shot Clock),NA,pos,pct,2P% with 0 - 10 Seconds Left on Shot Clock,NA,Percentage of the team's 2-point field goal attempts taken with 0 - 10 seconds remaining on the shot clock that were made.,Percentage of the player's 2-point field goal attempts taken with 0 - 10 seconds remaining on the shot clock that were made.,TRUE
fg2PctS12,"pgps,taps,paps,tgps",TRUE,2P%,2P% (10-20s),2P% (20 - 30 on Shot Clock),2P% (20 - 30 on Shot Clock),NA,pos,pct,2P% with 10 - 20 Seconds Left on Shot Clock,NA,Percentage of the team's 2-point field goal attempts taken with 10 - 20 seconds remaining on the shot clock that were made.,Percentage of the player's 2-point field goal attempts taken with 10 - 20 seconds remaining on the shot clock that were made.,TRUE
fg2PctS23,"pgps,taps,paps,tgps",TRUE,2P%,2P% (20-30s),2P% (10 - 20 on Shot Clock),2P% (10 - 20 on Shot Clock),NA,pos,pct,2P% with 20 - 30 Seconds Left on Shot Clock,NA,Percentage of the team's 2-point field goal attempts taken with 20 - 30 seconds remaining on the shot clock that were made.,Percentage of the player's 2-point field goal attempts taken with 20 - 30 seconds remaining on the shot clock that were made.,TRUE
fg2PctTr,"pgps,taps,paps,tgps",TRUE,2P%,2P% in TR,2P% in Transition,2P% in Transition Offense,NA,pos,pct,2P% in Transition Offense,An estimate of 2-point field goal percentage (makes / attempts) on shots in the context of transition offense (as opposed to half court or putback).,NA,NA,TRUE
fg3Pct,"pps,pgps,tpcs,tgs,gfl,pas,tssc,tas,tgcs,tps,pgs,taps,paps,tass,lu,tgps,oo",TRUE,3P%,3P%,3-Point Pct,3-Point Percentage,NA,pos,pct,3-Point Percentage,NA,Percentage of the team's 3-point field goal attempts that were made.,Percentage of the player's 3-point field goal attempts that were made.,TRUE
fg3PctAgst,tssc,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
fg3PctHc,"pgps,taps,paps,tgps",TRUE,3P%,3P% in HC,3P% in Half Court,3P% in Half Court Offense,NA,pos,pct,3P% in Half Court Offense,An estimate of 3-point field goal percentage (makes / attempts) on shots in the context of half court offense (as opposed to transition or putback).,NA,NA,TRUE
fg3PctS01,"pgps,taps,paps,tgps",TRUE,3P%,3P% (0-10s),3P% (0 - 10 on Shot Clock),3P% (0 - 10 on Shot Clock),NA,pos,pct,3P% with 0 - 10 Seconds Left on Shot Clock,NA,Percentage of the team's 3-point field goal attempts taken with 0 - 10 seconds remaining on the shot clock that were made.,Percentage of the player's 3-point field goal attempts taken with 0 - 10 seconds remaining on the shot clock that were made.,TRUE
fg3PctS12,"pgps,taps,paps,tgps",TRUE,3P%,3P% (10-20s),3P% (20 - 30 on Shot Clock),3P% (20 - 30 on Shot Clock),NA,pos,pct,3P% with 10 - 20 Seconds Left on Shot Clock,NA,Percentage of the team's 3-point field goal attempts taken with 10 - 20 seconds remaining on the shot clock that were made.,Percentage of the player's 3-point field goal attempts taken with 10 - 20 seconds remaining on the shot clock that were made.,TRUE
fg3PctS23,"pgps,taps,paps,tgps",TRUE,3P%,3P% (20-30s),3P% (10 - 20 on Shot Clock),3P% (10 - 20 on Shot Clock),NA,pos,pct,3P% with 20 - 30 Seconds Left on Shot Clock,NA,Percentage of the team's 3-point field goal attempts taken with 20 - 30 seconds remaining on the shot clock that were made.,Percentage of the player's 3-point field goal attempts taken with 20 - 30 seconds remaining on the shot clock that were made.,TRUE
fg3PctTr,"pgps,taps,paps,tgps",TRUE,3P%,3P% in TR,3P% in Transition,3P% in Transition Offense,NA,pos,pct,3P% in Transition Offense,An estimate of 3-point field goal percentage (makes / attempts) on shots in the context of transition offense (as opposed to half court or putback).,NA,NA,TRUE
fgPct,"pps,pgps,tpcs,tgs,pas,tssc,tas,tgcs,tps,pgs,taps,paps,tass,lu,tgps,oo",TRUE,FG%,FG%,Field Goal Pct,Field Goal Percentage,NA,pos,pct,Field Goal Percentage,NA,The percentage of all field goal attempts by the team that were made.,The percentage of all field goal attempts by the player that were made.,TRUE
fgPctHc,"pgps,taps,paps,tgps",TRUE,FG%,FG% in HC,FG% in Half Court,FG% in Half Court Offense,NA,pos,pct,FG% in Half Court Offense,An estimate of overall field goal percentage (makes / attempts) on shots in the context of half court offense (as opposed to transition or putback).,NA,NA,TRUE
fgPctPb,"pgps,taps,paps,tgps",TRUE,FG%,FG% on PB,FG% on Putbacks,FG% on Putbacks,NA,pos,pct,FG% on Putbacks,An estimate of overall field goal percentage (makes / attempts) on shots in the context of putback attempts (as opposed to transition or half court).,NA,NA,TRUE
fgPctS01,"pgps,taps,paps,tgps",TRUE,FG%,FG% 0-10s,FG% (0 - 10 on Shot Clock),FG% (0 - 10 on Shot Clock),NA,pos,pct,FG% with 0 - 10 Seconds Left on Shot Clock,NA,Percentage of the team's field goal attempts taken with 0 - 10 seconds remaining on the shot clock that were made.,Percentage of the player's field goal attempts taken with 0 - 10 seconds remaining on the shot clock that were made.,TRUE
fgPctS12,"pgps,taps,paps,tgps",TRUE,FG%,FG% 10-20s,FG% (20 - 30 on Shot Clock),FG% (20 - 30 on Shot Clock),NA,pos,pct,FG% with 10 - 20 Seconds Left on Shot Clock,NA,Percentage of the team's field goal attempts taken with 10 - 20 seconds remaining on the shot clock that were made.,Percentage of the player's field goal attempts taken with 10 - 20 seconds remaining on the shot clock that were made.,TRUE
fgPctS23,"pgps,taps,paps,tgps",TRUE,FG%,FG% 20-30s,FG% (10 - 20 on Shot Clock),FG% (10 - 20 on Shot Clock),NA,pos,pct,FG% with 20 - 30 Seconds Left on Shot Clock,NA,Percentage of the team's field goal attempts taken with 20 - 30 seconds remaining on the shot clock that were made.,Percentage of the player's field goal attempts taken with 20 - 30 seconds remaining on the shot clock that were made.,TRUE
fgPctTr,"pgps,taps,paps,tgps",TRUE,FG%,FG% in TR,FG% in Transition,FG% in Transition Offense,NA,pos,pct,FG% in Transition Offense,An estimate of overall field goal percentage (makes / attempts) on shots in the context of transition offense (as opposed to half court or putback).,NA,NA,TRUE
fga,"pps,pgps,tpcs,tgs,gfl,pas,tssc,tas,tgcs,tps,pgs,taps,paps,tass,lu,tgps,oo",TRUE,FGA,FGA,FG Attempts,Field Goal Attempts,NA,pos,int,Field Goal Attempts,The total number of field goal attempts.,NA,NA,TRUE
fga2,"pps,pgps,tpcs,tgs,gfl,pas,tssc,tas,tgcs,pssc,tps,pgs,taps,paps,tass,lu,tgps,oo",TRUE,2PA,2PA,2-Point Attempts,2-Point Field Goal Attempts,NA,pos,int,2-Point Field Goal Attempts,The total number of 2-point field goal attempts.,NA,NA,TRUE
fga2Agst,"tgs,gfl,tssc,tas,tps",TRUE,o2PA,2PA AGST,Opponent 2-Point Attempts,Opponent 2-Point Field Goal Attempts,NA,neg,int,Opponent 2-Point Field Goal Attempts,The total number of 2-point field goal attempts taken by the opponent.,NA,NA,TRUE
fga2AvgDist,"pgps,taps,paps,tgps",TRUE,Avg Dist,2PA Avg Dist,Avg Shot Dist on 2PAs,Average Shot Distance on 2-Point Attempts,NA,neg,num,Average Shot Distance on 2-Point Attempts,Average shot distance on 2-point field goal attempts. Shot distances are based on scorekeeper-tagged locations and may contain minor shot-location inaccuracies.,NA,NA,TRUE
fga2Diff,"tgs,tas,tps",TRUE,2PA DIFF,2PA DIFF,2PA Differential,2P Attempt Differential,NA,pos,int,2P Attempt Differential,How many more or fewer 2-point field goal attempts the team took compared to their opponent.,NA,NA,TRUE
fga2Hc,"pgps,taps,paps,tgps",TRUE,2PA,2PA in HC,2PAs in Half Court,2P Attempts in Half Court Offense,NA,pos,int,2P Attempts in Half Court Offense,An estimate of the total number of 2-point field goal attempts taken in the context of half court offense (as opposed to transition or putback).,NA,NA,TRUE
fga2P100,"tas,taps,lu,oo",TRUE,2PA/100,2PA/100,2PAs / 100 Poss,2-Point Field Goal Attempts / 100 Poss,NA,pos,num,2-Point Field Goal Attempts / 100 Possessions,An estimate of the number of 2-point field goal attempts per 100 possessions played.,NA,NA,TRUE
fga2P40,"pas,tas,taps,paps,lu,oo",TRUE,2PA/40,2PA/40,2PAs / 40 Mins,2-Point Field Goal Attempts / 40 Mins,NA,pos,num,2-Point Field Goal Attempts / 40 Minutes,The number of 2-point field goal attempts per 40 minutes played.,NA,NA,TRUE
fga2Pb,"pgps,tgps",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
fga2Pg,"pas,tas,taps,paps",TRUE,2PA/G,2PA/G,2PAs / Game,2-Point Field Goal Attempts / Game,NA,pos,num,2-Point Field Goal Attempts / Game,The number of 2-point field goal attempts per game.,NA,NA,TRUE
fga2S01,"pgps,taps,paps,tgps",TRUE,2PA,2PA (0-10s),2PAs (0-10 on Shot Clock),2PAs (0-10 on Shot Clock),NA,pos,int,2-Point FGAs with 0 - 10 Seconds Left on Shot Clock,The total number of 2-point field goal attempts taken with 0 - 10 seconds remaining on the shot clock.,NA,NA,TRUE
fga2S12,"pgps,taps,paps,tgps",TRUE,2PA,2PA (10-20s),2PAs (10-20 on Shot Clock),2PAs (10-20 on Shot Clock),NA,pos,int,2-Point FGAs with 10 - 20 Seconds Left on Shot Clock,The total number of 2-point field goal attempts taken with 10 - 20 seconds remaining on the shot clock.,NA,NA,TRUE
fga2S23,"pgps,taps,paps,tgps",TRUE,2PA,2PA (20-30s),2PAs (20-30 on Shot Clock),2PAs (20-30 on Shot Clock),NA,pos,int,2-Point FGAs with 20 - 30 Seconds Left on Shot Clock,The total number of 2-point field goal attempts taken with 20 - 30 seconds remaining on the shot clock.,NA,NA,TRUE
fga2ShotDists,"pgps,taps,paps,tgps",TRUE,Sum Dist,2PA Sum of Dist,Sum of Shot Dist on 2PAs,Sum of All Shot Distances on 2-Point Attempts,NA,pos,num,Sum of All Shot Distances on 2-Point Attempts,Sum of shot distances on all 2-point field goal attemps.,NA,NA,TRUE
fga2Tr,"pgps,taps,paps,tgps",TRUE,2PA,2PA in TR,2PAs in Transition,2P Attempts in Transition Offense,NA,pos,int,2P Attempts in Transition Offense,An estimate of the total number of 2-point field goal attempts taken in the context of transition offense (as opposed to half court or putback).,NA,NA,TRUE
fga3,"pps,pgps,tpcs,tgs,gfl,pas,tssc,tas,tgcs,pssc,tps,pgs,taps,paps,tass,lu,tgps,oo",TRUE,3PA,3PA,3-Point Attempts,3-Point Field Goal Attempts,NA,pos,int,3-Point Field Goal Attempts,The total number of 3-point field goal attempts taken.,NA,NA,TRUE
fga3Agst,"pps,tgs,gfl,pas,tssc,tas,tps,pgs,lu,oo",TRUE,o3PA,3PA AGST,Opponent 3-Point Attempts,Opponent 3-Point Field Goal Attempts,NA,neg,int,Opponent 3-Point Field Goal Attempts,The total number of 3-point field goal attempts taken by the opponent.,NA,NA,TRUE
fga3AvgDist,"pgps,taps,paps,tgps",TRUE,Avg Dist,3PA Avg Dist,Avg Shot Dist on 3PAs,Average Shot Distance on 3-Point Attempts,NA,neg,num,Average Shot Distance on 3-Point Attempts,Average shot distance on 3-point field goal attempts. Shot distances are based on scorekeeper-tagged locations and may contain minor shot-location inaccuracies. Heaves (above 35 feet) are removed.,NA,NA,TRUE
fga3Diff,"tgs,tas,tps",TRUE,3PA DIFF,3PA DIFF,3PA Differential,3P Attempt Differential,NA,pos,int,3P Attempt Differential,How many more or fewer 3-point field goal attempts the team took compared to their opponent.,NA,NA,TRUE
fga3Hc,"pgps,taps,paps,tgps",TRUE,3PA,3PA in HC,3PAs in Half Court,3P Attempts in Half Court Offense,NA,pos,int,3P Attempts in Half Court Offense,An estimate of the total number of 3-point field goal attempts taken in the context of half court offense (as opposed to transition or putback).,NA,NA,TRUE
fga3P100,"tas,taps,lu,oo",TRUE,3PA/100,3PA/100,3PAs / 100 Poss,3-Point Field Goal Attempts / 100 Poss,NA,pos,num,3-Point Field Goal Attempts / 100 Possessions,An estimate of the number of 3-point field goal attempts per 100 possessions played.,NA,NA,TRUE
fga3P40,"pas,tas,taps,paps,lu,oo",TRUE,3PA/40,3PA/40,3PAs / 40 Mins,3-Point Field Goal Attempts / 40 Mins,NA,pos,num,3-Point Field Goal Attempts / 40 Minutes,The number of 3-point field goal attempts per 40 minutes played.,NA,NA,TRUE
fga3Pb,"pgps,tgps",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
